"fungal_taxon","fungal_phylum","fungal_class","fungal_order","fungal_family","fungal_genus","fungal_species","n_insect_partners"
"ASV_24655","p__Ascomycota","c__Sordariomycetes","o__Pisorisporiales","f__Pisorisporiaceae","g__Achroceratosphaeria",NA,1
"ASV_24670","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriaceae",NA,NA,1
"ASV_24675","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli",1
"ASV_24676","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,1
"ASV_24678","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_24684","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__fusca",1
"ASV_24694","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,1
"ASV_24700","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Rhamphoria","s__pyriformis",1
"ASV_24716","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecanora","s__hybocarpa",1
"ASV_2474","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Endosporiaceae","g__Endosporium",NA,1
"ASV_2476","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromataceae","g__Microstroma","s__bacarum",1
"ASV_248","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Cyberlindnera","s__maritima",1
"ASV_24896","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Spegazzinia","s__radermacherae",1
"ASV_24897","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Neocatenulostroma",NA,1
"ASV_249","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,1
"ASV_24901","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae",NA,NA,1
"ASV_24909","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae",NA,NA,1
"ASV_24936","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_24943","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli",1
"ASV_24972",NA,NA,NA,NA,NA,NA,1
"ASV_24975","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Parasarocladium","s__fusiforme",1
"ASV_25019",NA,NA,NA,NA,NA,NA,1
"ASV_25043",NA,NA,NA,NA,NA,NA,1
"ASV_25048","p__Ascomycota","c__Lecanoromycetes","o__Caliciales",NA,NA,NA,1
"ASV_25057","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Caliciaceae",NA,NA,1
"ASV_2514","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora","s__sessilis",1
"ASV_2515","p__Ascomycota","c__Eurotiomycetes","o__Coryneliales","f__Coryneliales_fam_Incertae_sedis","g__Coryneliales_gen_Incertae_sedis",NA,1
"ASV_2521","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Melanchlenus",NA,1
"ASV_25227","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,1
"ASV_25245","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA,1
"ASV_25266","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Acrodontium","s__crateriforme",1
"ASV_2527","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_2529","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Tremellales_gen_Incertae_sedis",NA,1
"ASV_2531","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_2532","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pseudopyrenochaetaceae","g__Pseudopyrenochaeta","s__terrestris",1
"ASV_2537","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Sporocadaceae","g__Xenoseimatosporium",NA,1
"ASV_25414","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Calcarisporium","s__arbuscula",1
"ASV_25418","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella","s__ontariensis",1
"ASV_25425","p__Basidiomycota","c__Dacrymycetes","o__Dacrymycetales","f__Dacrymycetaceae","g__Dacrymyces","s__chrysospermus",1
"ASV_25426","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA,1
"ASV_25429","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA,1
"ASV_25451","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecanora",NA,1
"ASV_2547","p__Ascomycota","c__Sordariomycetes","o__Calosphaeriales","f__Calosphaeriaceae","g__Jattaea","s__taediosa",1
"ASV_2555","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_2558",NA,NA,NA,NA,NA,NA,1
"ASV_2560","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma","s__phylloplanum",1
"ASV_2562","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma",1
"ASV_25620","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,1
"ASV_25628","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__pruni",1
"ASV_25636","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Leotiaceae",NA,NA,1
"ASV_25714","p__Basidiomycota","c__Atractiellomycetes","o__Atractiellales","f__Phleogenaceae","g__Helicogloea","s__insularis",1
"ASV_25788","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecanora",NA,1
"ASV_25806",NA,NA,NA,NA,NA,NA,1
"ASV_25809","p__Basidiomycota",NA,NA,NA,NA,NA,1
"ASV_2581",NA,NA,NA,NA,NA,NA,1
"ASV_25814","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,1
"ASV_2591","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_2593","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Valsa",NA,1
"ASV_2596","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae",1
"ASV_26","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__cladosporioides",1
"ASV_26055","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Unguicularia","s__carestiana",1
"ASV_26057",NA,NA,NA,NA,NA,NA,1
"ASV_26069","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Botryobasidiaceae","g__Botryobasidium",NA,1
"ASV_2613","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella","s__salicis",1
"ASV_2617","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,1
"ASV_26187","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromataceae","g__Microstroma",NA,1
"ASV_26196","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Microcyclospora","s__pomicola",1
"ASV_26197",NA,NA,NA,NA,NA,NA,1
"ASV_26201","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hyphodontiaceae","g__Kneiffiella",NA,1
"ASV_26222","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Dothideaceae_gen_Incertae_sedis",NA,1
"ASV_2626","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA,1
"ASV_2627","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Teunia","s__cuniculi",1
"ASV_263","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_2631","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Graphostromataceae","g__Biscogniauxia","s__mediterranea",1
"ASV_2637","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_2640","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Cryptococcus","s__aureus",1
"ASV_26409","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,1
"ASV_26434","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Hyphozyma","s__roseonigra",1
"ASV_26606","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,1
"ASV_2664","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__colostri",1
"ASV_2669","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrypella","s__betulae",1
"ASV_2681","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Kuehneromyces","s__rostratus",1
"ASV_26844","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae",NA,NA,1
"ASV_26853","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Acrodontium","s__neolitseae",1
"ASV_26865","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,1
"ASV_2687","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Trimorphomyces",NA,1
"ASV_2690","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Sydowiellaceae",NA,NA,1
"ASV_2694","p__Basidiomycota",NA,NA,NA,NA,NA,1
"ASV_26943","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__brevisetus",1
"ASV_26961","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_2698","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Claussenomyces","s__olivaceus",1
"ASV_2701","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,1
"ASV_2702","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,1
"ASV_27050","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Melampsoraceae","g__Melampsora","s__epitea",1
"ASV_27051","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,1
"ASV_27056","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,1
"ASV_2706","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA,1
"ASV_2707","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA,1
"ASV_27074","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Scopuloides","s__hydnoides",1
"ASV_2714","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Exobasidiaceae","g__Exobasidium","s__japonicum",1
"ASV_272","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__prunicola",1
"ASV_2729","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA,1
"ASV_27308","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Hyphodiscus","s__hyaloscyphoides",1
"ASV_2732","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Myriosclerotinia","s__duriaeana",1
"ASV_2737","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Endosporiaceae","g__Endosporium",NA,1
"ASV_2741","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,1
"ASV_2746","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Exobasidiaceae","g__Exobasidium",NA,1
"ASV_27506","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,1
"ASV_27514","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA,1
"ASV_27534","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA,1
"ASV_27540","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_2768","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Teunomyces","s__kruisii",1
"ASV_2789","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Phlebia","s__radiata",1
"ASV_2794","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,1
"ASV_27955","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Coryneaceae","g__Coryneum","s__lanciforme",1
"ASV_27962","p__Ascomycota","c__Dothideomycetes","o__Myriangiales",NA,NA,NA,1
"ASV_2797","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,1
"ASV_27973","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Caliciaceae","g__Buellia","s__erubescens",1
"ASV_27975","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA,1
"ASV_2808","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Ostropales_fam_Incertae_sedis","g__Mulderomyces","s__natalis",1
"ASV_2809","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__Ganoderma",NA,1
"ASV_281","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_282","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli",1
"ASV_28214","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,1
"ASV_2823","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA,1
"ASV_2827","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_28306","p__Ascomycota","c__Sordariomycetes","o__Calosphaeriales","f__Calosphaeriaceae","g__Jattaea",NA,1
"ASV_2832","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella","s__austriaca",1
"ASV_2834","p__Ascomycota","c__Sordariomycetes","o__Togniniales","f__Togniniaceae","g__Phaeoacremonium","s__angustius",1
"ASV_2836","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae","g__Elsinoe","s__heveae",1
"ASV_2842","p__Basidiomycota",NA,NA,NA,NA,NA,1
"ASV_28447","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_28463","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Tremella",NA,1
"ASV_2849","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae",NA,NA,1
"ASV_285","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae","g__Phaeomoniella",NA,1
"ASV_2854","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA,1
"ASV_2856","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Tolypocladium","s__pustulatum",1
"ASV_286","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Scoliciosporaceae","g__Scoliciosporum","s__chlorococcum",1
"ASV_2864","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Dermea","s__pinicola",1
"ASV_2867","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA,1
"ASV_2869","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Oncopodiella",NA,1
"ASV_2871","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Mycenaceae","g__Mycena","s__abramsii",1
"ASV_2873","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Venturia",NA,1
"ASV_2886","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium",NA,1
"ASV_2887","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_28899","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Podoscyphaceae","g__Hypochnicium","s__geogenium",1
"ASV_28914","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Fonsecaea",NA,1
"ASV_2892","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Pleurophoma",NA,1
"ASV_2895","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae",NA,NA,1
"ASV_29","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_2908","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA,1
"ASV_2909","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Sorocybe",NA,1
"ASV_2911","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,1
"ASV_2913","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomyces",NA,1
"ASV_292","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Coccomyces","s__strobi",1
"ASV_2920","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Lichenostigmatales_fam_Incertae_sedis","g__Lichenostigmatales_gen_Incertae_sedis",NA,1
"ASV_2930","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma",1
"ASV_29419","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiaceae","g__Scorias","s__mangiferae",1
"ASV_29425","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Mollisiaceae","g__Mollisia","s__asteliae",1
"ASV_2943","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__metachromatica",1
"ASV_29438","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,1
"ASV_2954","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,1
"ASV_2955","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,1
"ASV_2967","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__domesticum",1
"ASV_2969",NA,NA,NA,NA,NA,NA,1
"ASV_2975","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Evernia","s__divaricata",1
"ASV_298","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Hyphozyma","s__roseonigra",1
"ASV_2980","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera","s__adusta",1
"ASV_2988","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera","s__adusta",1
"ASV_29909","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae","g__Chrysozyma",NA,1
"ASV_29916","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetidae_ord_Incertae_sedis","f__Rhamphoriaceae",NA,NA,1
"ASV_3","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_3003","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_3009","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella","s__salicis",1
"ASV_3017","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Melanconiellaceae","g__Microascospora",NA,1
"ASV_302","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Lachnaceae","g__Proliferodiscus","s__earoleucus",1
"ASV_3022","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Teunia",NA,1
"ASV_3024","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Lophodermium","s__macci",1
"ASV_303","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Fonsecazyma",NA,1
"ASV_3032","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_3045","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__microspora",1
"ASV_3049","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Oncopodiella",NA,1
"ASV_305","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Tubakiaceae","g__Tubakia",NA,1
"ASV_3054","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Strelitzianaceae","g__Strelitziana","s__albiziae",1
"ASV_3056","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA,1
"ASV_3066","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Panellus","s__stipticus",1
"ASV_307","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Irpex","s__lacteus",1
"ASV_3093","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_3095","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae",NA,NA,1
"ASV_3103","p__Ascomycota","c__Dothideomycetes","o__Hysteriales","f__Hysteriaceae","g__Hysterobrevium","s__mori",1
"ASV_3105","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Coccomyces","s__triangularis",1
"ASV_3107","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Bifusella","s__linearis",1
"ASV_3108","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera","s__adusta",1
"ASV_311","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces",NA,1
"ASV_3113","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae",NA,NA,1
"ASV_3118","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Fonsecazyma",NA,1
"ASV_3128","p__Ascomycota","c__Arthoniomycetes",NA,NA,NA,NA,1
"ASV_3134","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Fonsecazyma",NA,1
"ASV_3141","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neoantennariellaceae","g__Cippumomyces","s__mortalis",1
"ASV_3142","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_3143","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Perenniporia","s__subacida",1
"ASV_315","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_3163","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium",NA,1
"ASV_3164","p__Ascomycota","c__Arthoniomycetes","o__Arthoniales","f__Chrysotrichaceae","g__Chrysothrix",NA,1
"ASV_3169","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomycetaceae_gen_Incertae_sedis",NA,1
"ASV_3170","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Coryneaceae","g__Coryneum",NA,1
"ASV_319","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA,1
"ASV_3193","p__Ascomycota","c__Dothideomycetes","o__Myriangiales",NA,NA,NA,1
"ASV_3199","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Cytidiella",NA,1
"ASV_3208","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,1
"ASV_3230","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,1
"ASV_3238","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,1
"ASV_3239","p__Basidiomycota",NA,NA,NA,NA,NA,1
"ASV_324","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli",1
"ASV_3241","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia",NA,1
"ASV_3244","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Alatosessilispora",NA,1
"ASV_3245","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma",1
"ASV_3257","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Chaetomellaceae","g__Chaetomella","s__oblonga",1
"ASV_3265","p__Basidiomycota","c__Agaricomycetes","o__Amylocorticiales","f__Amylocorticiaceae","g__Amyloxenasma",NA,1
"ASV_3273","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dothidotthiaceae","g__Dothidotthia","s__negundinicola",1
"ASV_3275","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Hyphodontia","s__subalutacea",1
"ASV_328","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Teunia","s__cuniculi",1
"ASV_3283","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_3287","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Trametopsis","s__aborigena",1
"ASV_3298",NA,NA,NA,NA,NA,NA,1
"ASV_3299","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,1
"ASV_3305","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium",NA,1
